dataset,source_file,line_no,service,severity,raw_log
hdfs,hdfs_v1.zip/Event_traces.csv,968,hdfs-cluster,INFO,"blk_-8854582580171527305 Success [E5,E5,E5,E22,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E2,E2,E4,E3,E4,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 27.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2439.0, 104.0, 231.0, 1075.0, 7.0, 48.0, 46103.0, 0.0, 0.0, 63.0, 81.0, 75.0] 50253"
hdfs,hdfs_v1.zip/Event_traces.csv,969,hdfs-cluster,INFO,"blk_-8664994210876032912 Success [E5,E5,E5,E22,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 33.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2337.0, 983.0, 1051.0, 19.0, 20.0, 4168.0, 41426.0, 0.0, 0.0, 128.0, 22.0, 38.0] 50226"
hdfs,hdfs_v1.zip/Event_traces.csv,970,hdfs-cluster,INFO,"blk_2180069557108728680 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 1.0, 34.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 840.0, 3430.0, 26.0, 5.0, 57.0, 28.0, 45615.0, 0.0, 0.0, 279.0, 24.0, 186.0] 50526"
hdfs,hdfs_v1.zip/Event_traces.csv,971,hdfs-cluster,INFO,"blk_4986555305252331163 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 4.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 272.0, 514.0, 3237.0, 31.0, 52.0, 2718.0, 43156.0, 0.0, 0.0, 355.0, 9.0, 3.0] 50402"
hdfs,hdfs_v1.zip/Event_traces.csv,972,hdfs-cluster,INFO,"blk_6831971243237705547 Success [E5,E22,E5,E5,E11,E11,E9,E9,E11,E9,E26,E26,E26,E2,E2,E4,E4,E3,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 0.0, 38.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1339.0, 1008.0, 1527.0, 20.0, 1.0, 1838.0, 44261.0, 0.0, 0.0, 385.0, 26.0, 140.0] 50585"
hdfs,hdfs_v1.zip/Event_traces.csv,973,hdfs-cluster,INFO,"blk_7862592195173981493 Success [E5,E22,E5,E5,E11,E9,E11,E9,E26,E11,E9,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 3.0, 34.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 829.0, 3609.0, 51.0, 7.0, 1443.0, 2098.0, 41962.0, 0.0, 0.0, 293.0, 109.0, 25.0] 50465"
hdfs,hdfs_v1.zip/Event_traces.csv,974,hdfs-cluster,INFO,"blk_6979128206048921089 Success [E5,E5,E22,E5,E9,E11,E9,E11,E9,E26,E11,E26,E26,E2,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 1.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 739.0, 67.0, 3477.0, 27.0, 19.0, 1118.0, 44528.0, 0.0, 0.0, 386.0, 26.0, 43.0] 50492"
hdfs,hdfs_v1.zip/Event_traces.csv,975,hdfs-cluster,INFO,"blk_-5934958579674044791 Success [E5,E22,E5,E5,E11,E9,E11,E9,E26,E26,E11,E9,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 1.0, 49.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 384.0, 3664.0, 23.0, 9.0, 440.0, 6333.0, 39130.0, 0.0, 0.0, 196.0, 70.0, 100.0] 50401"
hdfs,hdfs_v1.zip/Event_traces.csv,976,hdfs-cluster,INFO,"blk_5479991025666274622 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 4.0, 28.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3456.0, 466.0, 5.0, 17.0, 1756.0, 2512.0, 41788.0, 0.0, 0.0, 345.0, 26.0, 5.0] 50409"
hdfs,hdfs_v1.zip/Event_traces.csv,977,hdfs-cluster,INFO,"blk_-5514942156586026966 Success [E5,E22,E5,E5,E11,E9,E11,E9,E26,E26,E11,E9,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 0.0, 46.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 413.0, 3681.0, 13.0, 17.0, 2336.0, 3733.0, 39794.0, 0.0, 0.0, 195.0, 58.0, 35.0] 50323"
hdfs,hdfs_v1.zip/Event_traces.csv,978,hdfs-cluster,INFO,"blk_-6008212789376677736 Success [E5,E22,E5,E5,E11,E9,E9,E26,E26,E11,E9,E11,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1909.0, 2005.0, 15.0, 7.0, 1920.0, 1963.0, 42182.0, 0.0, 0.0, 247.0, 89.0, 12.0] 50381"
hdfs,hdfs_v1.zip/Event_traces.csv,979,hdfs-cluster,INFO,"blk_-6433706936017306230 Success [E5,E22,E5,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 1.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 967.0, 2883.0, 23.0, 10.0, 155.0, 1995.0, 43967.0, 0.0, 0.0, 137.0, 69.0, 17.0] 50255"
hdfs,hdfs_v1.zip/Event_traces.csv,980,hdfs-cluster,INFO,"blk_3867444311364181906 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 1.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 214.0, 3744.0, 15.0, 13.0, 2174.0, 180.0, 43648.0, 0.0, 0.0, 369.0, 18.0, 139.0] 50560"
hdfs,hdfs_v1.zip/Event_traces.csv,981,hdfs-cluster,INFO,"blk_-2204995146652735082 Success [E22,E5,E5,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [1.0, 0.0, 0.0, 31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2972.0, 1327.0, 2.0, 26.0, 1113.0, 2170.0, 42393.0, 0.0, 0.0, 281.0, 24.0, 38.0] 50379"
hdfs,hdfs_v1.zip/Event_traces.csv,982,hdfs-cluster,INFO,"blk_-1344414382455035258 Success [E5,E5,E5,E22,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2504.0, 1600.0, 11.0, 1.0, 418.0, 1162.0, 44314.0, 0.0, 0.0, 277.0, 17.0, 39.0] 50366"
hdfs,hdfs_v1.zip/Event_traces.csv,983,hdfs-cluster,INFO,"blk_-5748259780611159029 Success [E5,E5,E5,E22,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E2,E2,E4,E4,E3,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 979.0, 1593.0, 858.0, 743.0, 20.0, 47.0, 45765.0, 0.0, 0.0, 208.0, 47.0, 28.0] 50317"
hdfs,hdfs_v1.zip/Event_traces.csv,984,hdfs-cluster,INFO,"blk_4679322380252553937 Success [E5,E5,E22,E5,E11,E9,E11,E9,E26,E26,E11,E9,E26,E2,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 1.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2432.0, 8.0, 1572.0, 10.0, 84.0, 1695.0, 44190.0, 0.0, 0.0, 323.0, 16.0, 82.0] 50454"
hdfs,hdfs_v1.zip/Event_traces.csv,985,hdfs-cluster,INFO,"blk_7258101505391955834 Success [E5,E5,E5,E22,E11,E9,E11,E9,E9,E26,E26,E11,E26,E2,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 33.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2050.0, 1844.0, 364.0, 37.0, 30.0, 2534.0, 43142.0, 0.0, 0.0, 300.0, 75.0, 31.0] 50441"
hdfs,hdfs_v1.zip/Event_traces.csv,986,hdfs-cluster,INFO,"blk_-7144841706108220450 Success [E5,E5,E5,E22,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4058.0, 158.0, 10.0, 23.0, 2022.0, 97.0, 43644.0, 0.0, 0.0, 201.0, 34.0, 27.0] 50296"
hdfs,hdfs_v1.zip/Event_traces.csv,987,hdfs-cluster,INFO,"blk_-7181160693513998036 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E4,E4,E3,E2,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 3.0, 43.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3956.0, 14.0, 12.0, 15.0, 2208.0, 565.0, 43215.0, 0.0, 0.0, 112.0, 134.0, 42.0] 50320"
hdfs,hdfs_v1.zip/Event_traces.csv,988,hdfs-cluster,INFO,"blk_-196178117814803129 Success [E5,E22,E5,E5,E11,E9,E11,E9,E26,E26,E11,E9,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 7.0, 5.0, 58.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3766.0, 337.0, 23.0, 52.0, 1601.0, 1060.0, 43124.0, 0.0, 0.0, 40.0, 222.0, 68.0] 50364"
hdfs,hdfs_v1.zip/Event_traces.csv,989,hdfs-cluster,INFO,"blk_-732463388474186015 Success [E5,E22,E5,E5,E11,E9,E11,E9,E26,E11,E9,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 1.0, 35.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 437.0, 3445.0, 14.0, 4.0, 1142.0, 751.0, 44201.0, 0.0, 0.0, 273.0, 16.0, 2.0] 50323"
hdfs,hdfs_v1.zip/Event_traces.csv,990,hdfs-cluster,INFO,"blk_-4498718512656070135 Success [E5,E22,E5,E5,E11,E9,E11,E9,E26,E26,E11,E9,E26,E2,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 0.0, 35.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 109.0, 1857.0, 1967.0, 24.0, 8.0, 2490.0, 43540.0, 0.0, 0.0, 176.0, 119.0, 93.0] 50420"
hdfs,hdfs_v1.zip/Event_traces.csv,991,hdfs-cluster,INFO,"blk_7979530908623929954 Success [E22,E5,E5,E5,E11,E9,E26,E11,E9,E11,E9,E26,E26,E2,E2,E4,E4,E3,E2,E23,E23,E23,E21,E21,E21] [1.0, 4.0, 0.0, 37.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1833.0, 1422.0, 734.0, 17.0, 29.0, 3919.0, 42036.0, 0.0, 0.0, 411.0, 19.0, 52.0] 50515"
hdfs,hdfs_v1.zip/Event_traces.csv,992,hdfs-cluster,INFO,"blk_-3661623768626996631 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 1.0, 32.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1395.0, 2905.0, 9.0, 13.0, 1276.0, 2256.0, 42147.0, 0.0, 0.0, 128.0, 155.0, 9.0] 50326"
hdfs,hdfs_v1.zip/Event_traces.csv,993,hdfs-cluster,INFO,"blk_83011911604328233 Success [E5,E5,E5,E22,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E2,E2,E4,E3,E4,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 25.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 809.0, 962.0, 1106.0, 990.0, 45.0, 19.0, 46074.0, 0.0, 0.0, 306.0, 30.0, 5.0] 50372"
hdfs,hdfs_v1.zip/Event_traces.csv,994,hdfs-cluster,INFO,"blk_474044117360742478 Success [E5,E5,E22,E5,E11,E9,E11,E9,E26,E11,E9,E26,E26,E2,E2,E2,E4,E3,E4,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 1.0, 44.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 143.0, 64.0, 3050.0, 566.0, 39.0, 4.0, 46119.0, 0.0, 0.0, 260.0, 26.0, 73.0] 50389"
hdfs,hdfs_v1.zip/Event_traces.csv,995,hdfs-cluster,INFO,"blk_7743660680532172135 Success [E5,E5,E5,E22,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 38.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1798.0, 2039.0, 8.0, 34.0, 920.0, 2469.0, 42724.0, 0.0, 0.0, 321.0, 63.0, 129.0] 50543"
hdfs,hdfs_v1.zip/Event_traces.csv,996,hdfs-cluster,INFO,"blk_-8106969326376998931 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 2.0, 35.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3233.0, 619.0, 23.0, 29.0, 1127.0, 1317.0, 43645.0, 0.0, 0.0, 207.0, 30.0, 25.0] 50293"
hdfs,hdfs_v1.zip/Event_traces.csv,997,hdfs-cluster,INFO,"blk_476429298830481026 Success [E5,E22,E5,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 1.0, 31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3157.0, 766.0, 398.0, 23.0, 14.0, 3092.0, 42551.0, 0.0, 0.0, 341.0, 0.0, 25.0] 50400"
hdfs,hdfs_v1.zip/Event_traces.csv,998,hdfs-cluster,INFO,"blk_-8210880014890305322 Success [E5,E5,E22,E5,E11,E11,E9,E9,E11,E9,E26,E26,E26,E2,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 1.0, 26.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 322.0, 2392.0, 1399.0, 10.0, 59.0, 4015.0, 41809.0, 0.0, 0.0, 175.0, 58.0, 80.0] 50346"
hdfs,hdfs_v1.zip/Event_traces.csv,999,hdfs-cluster,INFO,"blk_4473835583613406812 Success [E5,E5,E22,E5,E11,E9,E11,E11,E9,E9,E26,E26,E26,E2,E2,E2,E4,E3,E4,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 2.0, 33.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1204.0, 301.0, 2675.0, 170.0, 40.0, 0.0, 45608.0, 0.0, 0.0, 365.0, 37.0, 148.0] 50584"
hdfs,hdfs_v1.zip/Event_traces.csv,1000,hdfs-cluster,INFO,"blk_6449160132965780136 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E4,E4,E2,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 1.0, 20.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4055.0, 29.0, 8.0, 22.0, 2301.0, 2457.0, 41137.0, 0.0, 0.0, 364.0, 35.0, 8.0] 50438"
hdfs,hdfs_v1.zip/Event_traces.csv,1001,hdfs-cluster,INFO,"blk_-1274514892905775991 Success [E5,E22,E5,E5,E11,E9,E11,E9,E26,E26,E11,E9,E26,E4,E3,E4,E2,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 1.0, 46.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 4329.0, 28.0, 55.0, 1915.0, 998.0, 562.0, 42098.0, 0.0, 0.0, 294.0, 17.0, 19.0] 50364"
hdfs,hdfs_v1.zip/Event_traces.csv,1002,hdfs-cluster,INFO,"blk_-582384707477004046 Success [E5,E5,E5,E22,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1273.0, 3012.0, 76.0, 25.0, 265.0, 834.0, 44508.0, 0.0, 0.0, 240.0, 62.0, 21.0] 50356"
hdfs,hdfs_v1.zip/Event_traces.csv,1003,hdfs-cluster,INFO,"blk_1403510496212632306 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E4,E3,E4,E2,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 4.0, 31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 4139.0, 35.0, 8.0, 1118.0, 548.0, 97.0, 44051.0, 0.0, 0.0, 349.0, 151.0, 19.0] 50551"
hdfs,hdfs_v1.zip/Event_traces.csv,1004,hdfs-cluster,INFO,"blk_6544815474461006180 Success [E5,E22,E5,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E4,E4,E3,E2,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4140.0, 13.0, 11.0, 89.0, 1541.0, 2369.0, 41838.0, 0.0, 0.0, 341.0, 43.0, 12.0] 50428"
hdfs,hdfs_v1.zip/Event_traces.csv,1005,hdfs-cluster,INFO,"blk_8712776057604649132 Success [E5,E22,E5,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 0.0, 33.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2136.0, 1745.0, 9.0, 11.0, 191.0, 4224.0, 41678.0, 0.0, 0.0, 352.0, 62.0, 95.0] 50539"
hdfs,hdfs_v1.zip/Event_traces.csv,1006,hdfs-cluster,INFO,"blk_8922692504150928377 Fail 21 [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E20,E21] [0.0, 0.0, 1.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 368.0, 3106.0, 679.0, 7.0, 85.0, 1447.0, 44309.0, 0.0, 0.0, 205.0, 274.0, 2.0, 70.0] 50583"
hdfs,hdfs_v1.zip/Event_traces.csv,1007,hdfs-cluster,INFO,"blk_-3333903306891190500 Success [E5,E5,E22,E5,E11,E9,E11,E9,E26,E26,E11,E9,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 5.0, 58.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1919.0, 2384.0, 18.0, 18.0, 3886.0, 1976.0, 39768.0, 0.0, 0.0, 266.0, 23.0, 14.0] 50336"
hdfs,hdfs_v1.zip/Event_traces.csv,1008,hdfs-cluster,INFO,"blk_6921127881436122084 Success [E5,E5,E5,E22,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 47.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1015.0, 3323.0, 15.0, 15.0, 984.0, 4230.0, 40405.0, 0.0, 0.0, 392.0, 6.0, 106.0] 50538"
hdfs,hdfs_v1.zip/Event_traces.csv,1009,hdfs-cluster,INFO,"blk_6051183265899502163 Fail 4 [E5,E22,E5,E5,E11,E9,E11,E9,E26,E26,E11,E9,E26,E4,E4,E3,E2,E2,E2,E23,E23,E23,E21,E28,E26,E21,E21] [0.0, 1.0, 0.0, 26.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4158.0, 12.0, 23.0, 302.0, 1376.0, 468.0, 43665.0, 0.0, 0.0, 419.0, 514.0, 0.0, 519.0, 91.0] 51575"
hdfs,hdfs_v1.zip/Event_traces.csv,1010,hdfs-cluster,INFO,"blk_-8426566918839220582 Success [E22,E5,E5,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [1.0, 0.0, 1.0, 37.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1267.0, 2625.0, 8.0, 37.0, 3843.0, 2965.0, 39244.0, 0.0, 0.0, 66.0, 122.0, 48.0] 50266"
hdfs,hdfs_v1.zip/Event_traces.csv,1011,hdfs-cluster,INFO,"blk_-6258885270084779885 Success [E5,E5,E5,E22,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 24.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1511.0, 2870.0, 16.0, 54.0, 1680.0, 43878.0, 0.0, 0.0, 191.0, 19.0, 32.0] 50275"
hdfs,hdfs_v1.zip/Event_traces.csv,1012,hdfs-cluster,INFO,"blk_1107186981624229499 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E2,E4,E4,E3,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 1.0, 32.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1884.0, 1101.0, 1436.0, 4.0, 22.0, 2544.0, 43008.0, 0.0, 0.0, 325.0, 42.0, 25.0] 50425"
hdfs,hdfs_v1.zip/Event_traces.csv,1013,hdfs-cluster,INFO,"blk_-1845560243503114327 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E4,E3,E4,E2,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 0.0, 0.0, 57.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3855.0, 12.0, 71.0, 118.0, 3387.0, 1962.0, 40565.0, 0.0, 0.0, 266.0, 16.0, 4.0] 50315"
hdfs,hdfs_v1.zip/Event_traces.csv,1014,hdfs-cluster,INFO,"blk_4298455669642651545 Success [E5,E22,E5,E5,E11,E11,E9,E9,E11,E9,E26,E26,E26,E4,E3,E4,E2,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 1.0, 0.0, 29.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3977.0, 25.0, 19.0, 259.0, 1660.0, 1818.0, 42241.0, 0.0, 0.0, 354.0, 59.0, 86.0] 50529"
hdfs,hdfs_v1.zip/Event_traces.csv,1015,hdfs-cluster,INFO,"blk_-4583875608071331457 Success [E5,E22,E5,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 3.0, 1.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1213.0, 2754.0, 0.0, 33.0, 1752.0, 2087.0, 42146.0, 0.0, 0.0, 217.0, 41.0, 69.0] 50356"
hdfs,hdfs_v1.zip/Event_traces.csv,1016,hdfs-cluster,INFO,"blk_6769053268159588478 Success [E5,E22,E5,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 2.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1985.0, 1967.0, 53.0, 32.0, 1375.0, 294.0, 44275.0, 0.0, 0.0, 400.0, 0.0, 3.0] 50433"
hdfs,hdfs_v1.zip/Event_traces.csv,1017,hdfs-cluster,INFO,"blk_6631086113361619453 Success [E5,E22,E5,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [0.0, 3.0, 1.0, 44.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3526.0, 339.0, 15.0, 4.0, 1124.0, 715.0, 44258.0, 0.0, 0.0, 346.0, 14.0, 43.0] 50432"
hdfs,hdfs_v1.zip/Event_traces.csv,1018,hdfs-cluster,INFO,"blk_8078643219945400073 Success [E5,E5,E22,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E4,E4,E3,E2,E2,E23,E23,E23,E21,E21,E21] [1.0, 0.0, 4.0, 41.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 309.0, 4049.0, 14.0, 7.0, 1289.0, 4180.0, 40139.0, 0.0, 0.0, 320.0, 30.0, 94.0] 50477"
hdfs,hdfs_v1.zip/Event_traces.csv,1019,hdfs-cluster,INFO,"blk_-4820700464576375874 Success [E22,E5,E5,E5,E11,E9,E11,E9,E11,E9,E26,E26,E26,E2,E2,E4,E3,E4,E2,E23,E23,E23,E21,E21,E21] [1.0, 0.0, 0.0, 38.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 187.0, 3471.0, 272.0, 67.0, 3.0, 3147.0, 42843.0, 0.0, 0.0, 137.0, 117.0, 17.0] 50300"
hdfs,hdfs_v1.zip/Event_traces.csv,1020,hdfs-cluster,INFO,"blk_5528835497664878134 Success [E22,E5,E5,E5,E11,E11,E9,E9,E11,E9,E26,E26,E26,E2,E4,E3,E4,E2,E2,E23,E23,E23,E21,E21,E21] [1.0, 1.0, 0.0, 38.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3885.0, 13.0, 9.0, 57.0, 2499.0, 2515.0, 41011.0, 0.0, 0.0, 366.0, 14.0, 37.0] 50446"
