incident_id,dataset,service,severity,alert,logs,metrics,root_cause,resolution,mttr_minutes_baseline,source
RAW-INC-2429,bgl,bgl-kernel,P1,Operational event,- 1117839035 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.35.243688 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",60,public_raw_logs
RAW-INC-2430,bgl,bgl-kernel,P1,Operational event,- 1117839035 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.35.417695 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",70,public_raw_logs
RAW-INC-2431,bgl,bgl-kernel,P1,Operational event,- 1117839035 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.35.558925 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",62,public_raw_logs
RAW-INC-2432,bgl,bgl-kernel,P1,Operational event,- 1117839035 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.35.740194 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",71,public_raw_logs
RAW-INC-2433,bgl,bgl-kernel,P1,Operational event,- 1117839035 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.35.895431 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",61,public_raw_logs
RAW-INC-2434,bgl,bgl-kernel,P1,Operational event,- 1117839036 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.36.038506 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",52,public_raw_logs
RAW-INC-2435,bgl,bgl-kernel,P1,Operational event,- 1117839036 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.36.238773 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",85,public_raw_logs
RAW-INC-2436,bgl,bgl-kernel,P1,Operational event,- 1117839036 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.36.397153 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",45,public_raw_logs
RAW-INC-2437,bgl,bgl-kernel,P1,Operational event,- 1117839036 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.36.538944 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",55,public_raw_logs
RAW-INC-2438,bgl,bgl-kernel,P1,Operational event,- 1117839036 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.36.746368 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",57,public_raw_logs
RAW-INC-2439,bgl,bgl-kernel,P1,Operational event,- 1117839036 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.36.897759 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",77,public_raw_logs
RAW-INC-2440,bgl,bgl-kernel,P1,Operational event,- 1117839037 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.37.039975 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",53,public_raw_logs
RAW-INC-2441,bgl,bgl-kernel,P1,Operational event,- 1117839037 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.37.261732 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",70,public_raw_logs
RAW-INC-2442,bgl,bgl-kernel,P1,Operational event,- 1117839037 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.37.421522 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",65,public_raw_logs
RAW-INC-2443,bgl,bgl-kernel,P1,Operational event,- 1117839037 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.37.565222 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",62,public_raw_logs
RAW-INC-2444,bgl,bgl-kernel,P1,Operational event,- 1117839037 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.37.764230 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",87,public_raw_logs
RAW-INC-2445,bgl,bgl-kernel,P1,Operational event,- 1117839037 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.37.920194 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",76,public_raw_logs
RAW-INC-2446,bgl,bgl-kernel,P1,Operational event,- 1117839038 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.38.068458 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",74,public_raw_logs
RAW-INC-2447,bgl,bgl-kernel,P1,Operational event,- 1117839038 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.38.253236 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",68,public_raw_logs
RAW-INC-2448,bgl,bgl-kernel,P1,Operational event,- 1117839038 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.38.397704 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",65,public_raw_logs
RAW-INC-2449,bgl,bgl-kernel,P1,Operational event,- 1117839038 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.38.544438 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",76,public_raw_logs
RAW-INC-2450,bgl,bgl-kernel,P1,Operational event,- 1117839038 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.38.727274 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",48,public_raw_logs
RAW-INC-2451,bgl,bgl-kernel,P1,Operational event,- 1117839038 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.38.888480 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",67,public_raw_logs
RAW-INC-2452,bgl,bgl-kernel,P1,Operational event,- 1117839039 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.39.036525 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",69,public_raw_logs
RAW-INC-2453,bgl,bgl-kernel,P1,Operational event,- 1117839039 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.39.218547 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",65,public_raw_logs
RAW-INC-2454,bgl,bgl-kernel,P1,Operational event,- 1117839039 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.39.364555 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",72,public_raw_logs
RAW-INC-2455,bgl,bgl-kernel,P1,Operational event,- 1117839039 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.39.527577 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",51,public_raw_logs
RAW-INC-2456,bgl,bgl-kernel,P1,Operational event,- 1117839039 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.39.732528 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",62,public_raw_logs
RAW-INC-2457,bgl,bgl-kernel,P1,Operational event,- 1117839039 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.39.889434 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",52,public_raw_logs
RAW-INC-2458,bgl,bgl-kernel,P1,Operational event,- 1117839040 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.40.039113 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",70,public_raw_logs
RAW-INC-2459,bgl,bgl-kernel,P1,Operational event,- 1117839040 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.40.242810 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",84,public_raw_logs
RAW-INC-2460,bgl,bgl-kernel,P1,Operational event,- 1117839040 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.40.397952 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",78,public_raw_logs
RAW-INC-2461,bgl,bgl-kernel,P1,Operational event,- 1117839040 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.40.548734 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",69,public_raw_logs
RAW-INC-2462,bgl,bgl-kernel,P1,Operational event,- 1117839040 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.40.733448 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",83,public_raw_logs
RAW-INC-2463,bgl,bgl-kernel,P1,Operational event,- 1117839040 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.40.890727 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",85,public_raw_logs
RAW-INC-2464,bgl,bgl-kernel,P1,Operational event,- 1117839041 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.41.038283 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",75,public_raw_logs
RAW-INC-2465,bgl,bgl-kernel,P1,Operational event,- 1117839041 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.41.247151 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",62,public_raw_logs
RAW-INC-2466,bgl,bgl-kernel,P1,Operational event,- 1117839041 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.41.404686 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",68,public_raw_logs
RAW-INC-2467,bgl,bgl-kernel,P1,Operational event,- 1117839041 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.41.554791 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",90,public_raw_logs
RAW-INC-2468,bgl,bgl-kernel,P1,Operational event,- 1117839041 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.41.769706 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",68,public_raw_logs
RAW-INC-2469,bgl,bgl-kernel,P1,Operational event,- 1117839041 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.41.928482 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",89,public_raw_logs
RAW-INC-2470,bgl,bgl-kernel,P1,Operational event,- 1117839042 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.42.078141 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",70,public_raw_logs
RAW-INC-2471,bgl,bgl-kernel,P1,Operational event,- 1117839042 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.42.257343 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",64,public_raw_logs
RAW-INC-2472,bgl,bgl-kernel,P1,Operational event,- 1117839042 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.42.423007 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",68,public_raw_logs
RAW-INC-2473,bgl,bgl-kernel,P1,Operational event,- 1117839042 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.42.568017 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",85,public_raw_logs
RAW-INC-2474,bgl,bgl-kernel,P1,Operational event,- 1117839042 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.42.786913 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",87,public_raw_logs
RAW-INC-2475,bgl,bgl-kernel,P1,Operational event,- 1117839042 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.42.941725 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",49,public_raw_logs
RAW-INC-2476,bgl,bgl-kernel,P1,Operational event,- 1117839043 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.43.081613 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",53,public_raw_logs
RAW-INC-2477,bgl,bgl-kernel,P1,Operational event,- 1117839043 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.43.265939 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",64,public_raw_logs
RAW-INC-2478,bgl,bgl-kernel,P1,Operational event,- 1117839043 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.43.424673 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",85,public_raw_logs
RAW-INC-2479,bgl,bgl-kernel,P1,Operational event,- 1117839043 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.43.569194 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",79,public_raw_logs
RAW-INC-2480,bgl,bgl-kernel,P1,Operational event,- 1117839043 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.43.722406 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",54,public_raw_logs
RAW-INC-2481,bgl,bgl-kernel,P1,Operational event,- 1117839043 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.43.918576 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",67,public_raw_logs
RAW-INC-2482,bgl,bgl-kernel,P1,Operational event,- 1117839044 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.44.081784 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",73,public_raw_logs
RAW-INC-2483,bgl,bgl-kernel,P1,Operational event,- 1117839044 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.44.235344 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",69,public_raw_logs
RAW-INC-2484,bgl,bgl-kernel,P1,Operational event,- 1117839044 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.44.429174 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",76,public_raw_logs
RAW-INC-2485,bgl,bgl-kernel,P1,Operational event,- 1117839044 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.44.590409 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",82,public_raw_logs
RAW-INC-2486,bgl,bgl-kernel,P1,Operational event,- 1117839044 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.44.740785 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",66,public_raw_logs
RAW-INC-2487,bgl,bgl-kernel,P1,Operational event,- 1117839044 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.44.924724 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",55,public_raw_logs
RAW-INC-2488,bgl,bgl-kernel,P1,Operational event,- 1117839045 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.45.079327 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",50,public_raw_logs
RAW-INC-2489,bgl,bgl-kernel,P1,Operational event,- 1117839045 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.45.218662 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",72,public_raw_logs
RAW-INC-2490,bgl,bgl-kernel,P1,Operational event,- 1117839045 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.45.402916 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",64,public_raw_logs
RAW-INC-2491,bgl,bgl-kernel,P1,Operational event,- 1117839045 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.45.548981 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",77,public_raw_logs
RAW-INC-2492,bgl,bgl-kernel,P1,Operational event,- 1117839045 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.45.701719 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",53,public_raw_logs
RAW-INC-2493,bgl,bgl-kernel,P1,Operational event,- 1117839045 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.45.884056 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",85,public_raw_logs
RAW-INC-2494,bgl,bgl-kernel,P1,Operational event,- 1117839046 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.46.041122 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",46,public_raw_logs
RAW-INC-2495,bgl,bgl-kernel,P1,Operational event,- 1117839046 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.46.192975 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",74,public_raw_logs
RAW-INC-2496,bgl,bgl-kernel,P1,Operational event,- 1117839046 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.46.371123 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",83,public_raw_logs
RAW-INC-2497,bgl,bgl-kernel,P1,Operational event,- 1117839046 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.46.523715 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",52,public_raw_logs
RAW-INC-2498,bgl,bgl-kernel,P1,Operational event,- 1117839046 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.46.678067 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",78,public_raw_logs
RAW-INC-2499,bgl,bgl-kernel,P1,Operational event,- 1117839046 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.46.852610 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",88,public_raw_logs
RAW-INC-2500,bgl,bgl-kernel,P1,Operational event,- 1117839047 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.47.011547 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",81,public_raw_logs
RAW-INC-2501,bgl,bgl-kernel,P1,Operational event,- 1117839047 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.47.158944 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",55,public_raw_logs
RAW-INC-2502,bgl,bgl-kernel,P1,Operational event,- 1117839047 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.47.371536 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",68,public_raw_logs
RAW-INC-2503,bgl,bgl-kernel,P1,Operational event,- 1117839047 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.47.521881 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",80,public_raw_logs
RAW-INC-2504,bgl,bgl-kernel,P1,Operational event,- 1117839047 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.47.668093 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",53,public_raw_logs
RAW-INC-2505,bgl,bgl-kernel,P1,Operational event,- 1117839047 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.47.810832 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",51,public_raw_logs
RAW-INC-2506,bgl,bgl-kernel,P1,Operational event,- 1117839047 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.47.986124 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",85,public_raw_logs
RAW-INC-2507,bgl,bgl-kernel,P1,Operational event,- 1117839048 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.50.48.143233 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",88,public_raw_logs
